location,salary_bin,job_count
"Fairfax, VA, US",High,0
"Fairfax, VA, US",Very High,0
"Fairfax, VA, US",Ultra High,0
"Fairfield, CA",Low,0
"Fairfield, CA",Medium,1
"Fairfield, CA",High,0
"Fairfield, CA",Very High,0
"Fairfield, CA",Ultra High,0
"Fairfield, CA, US",Low,0
"Fairfield, CA, US",Medium,1
"Fairfield, CA, US",High,0
"Fairfield, CA, US",Very High,0
"Fairfield, CA, US",Ultra High,0
"Farmington Hills, MI",Low,0
"Farmington Hills, MI",Medium,2
"Farmington Hills, MI",High,0
"Farmington Hills, MI",Very High,0
"Farmington Hills, MI",Ultra High,0
"Farmington Hills, MI, US",Low,0
"Farmington Hills, MI, US",Medium,3
"Farmington Hills, MI, US",High,1
"Farmington Hills, MI, US",Very High,0
"Farmington Hills, MI, US",Ultra High,0
"Fayetteville, NC",Low,0
"Fayetteville, NC",Medium,1
"Fayetteville, NC",High,0
"Fayetteville, NC",Very High,0
"Fayetteville, NC",Ultra High,0
"Fayetteville, NC, US",Low,0
"Fayetteville, NC, US",Medium,1
"Fayetteville, NC, US",High,0
"Fayetteville, NC, US",Very High,0
"Fayetteville, NC, US",Ultra High,0
"Fennimore, WI, US",Low,1
"Fennimore, WI, US",Medium,0
"Fennimore, WI, US",High,0
"Fennimore, WI, US",Very High,0
"Fennimore, WI, US",Ultra High,0
"Flanders, NJ, US",Low,0
"Flanders, NJ, US",Medium,1
"Flanders, NJ, US",High,0
"Flanders, NJ, US",Very High,0
"Flanders, NJ, US",Ultra High,0
"Floral Park, NY",Low,0
"Floral Park, NY",Medium,1
"Floral Park, NY",High,0
"Floral Park, NY",Very High,0
"Floral Park, NY",Ultra High,0
"Florence, AZ, USA",Low,0
"Florence, AZ, USA",Medium,1
"Florence, AZ, USA",High,0
"Florence, AZ, USA",Very High,0
"Florence, AZ, USA",Ultra High,0
"Florence, KY",Low,0
"Florence, KY",Medium,2
"Florence, KY",High,0
"Florence, KY",Very High,0
"Florence, KY",Ultra High,0
"Florence, KY, US",Low,0
"Florence, KY, US",Medium,3
"Florence, KY, US",High,0
"Florence, KY, US",Very High,0
"Florence, KY, US",Ultra High,0
"Florham Park, NJ, US",Low,0
"Florham Park, NJ, US",Medium,1
"Florham Park, NJ, US",High,0
"Florham Park, NJ, US",Very High,0
"Florham Park, NJ, US",Ultra High,0
"Flower Mound, TX, USA",Low,0
"Flower Mound, TX, USA",Medium,1
"Flower Mound, TX, USA",High,0
"Flower Mound, TX, USA",Very High,0
"Flower Mound, TX, USA",Ultra High,0
"Folsom, CA, US",Low,0
"Folsom, CA, US",Medium,0
"Folsom, CA, US",High,0
"Folsom, CA, US",Very High,0
"Folsom, CA, US",Ultra High,1
"Folsom, CA, USA",Low,0
"Folsom, CA, USA",Medium,0
"Folsom, CA, USA",High,0
"Folsom, CA, USA",Very High,0
"Folsom, CA, USA",Ultra High,1
"Fond du Lac, WI, US",Low,0
"Fond du Lac, WI, US",Medium,1
"Fond du Lac, WI, US",High,0
"Fond du Lac, WI, US",Very High,0
"Fond du Lac, WI, US",Ultra High,0
"Fontana, CA",Low,0
"Fontana, CA",Medium,0
"Fontana, CA",High,0
"Fontana, CA",Very High,1
"Fontana, CA",Ultra High,0
"Fontana, CA, US",Low,0
"Fontana, CA, US",Medium,0
"Fontana, CA, US",High,0
"Fontana, CA, US",Very High,1
"Fontana, CA, US",Ultra High,0
"Forney, TX",Low,0
"Forney, TX",Medium,1
"Forney, TX",High,0
"Forney, TX",Very High,0
"Forney, TX",Ultra High,0
"Forney, TX, US",Low,0
"Forney, TX, US",Medium,1
"Forney, TX, US",High,0
"Forney, TX, US",Very High,0
"Forney, TX, US",Ultra High,0
"Fort Eustis, VA, US",Low,0
"Fort Eustis, VA, US",Medium,0
"Fort Eustis, VA, US",High,1
"Fort Eustis, VA, US",Very High,0
"Fort Eustis, VA, US",Ultra High,0
"Fort Lauderdale, FL",Low,0
"Fort Lauderdale, FL",Medium,1
"Fort Lauderdale, FL",High,1
"Fort Lauderdale, FL",Very High,0
"Fort Lauderdale, FL",Ultra High,0
"Fort Lauderdale, FL, USA",Low,0
"Fort Lauderdale, FL, USA",Medium,1
"Fort Lauderdale, FL, USA",High,0
"Fort Lauderdale, FL, USA",Very High,0
"Fort Lauderdale, FL, USA",Ultra High,0
"Fort Mill, SC",Low,2
"Fort Mill, SC",Medium,0
"Fort Mill, SC",High,0
"Fort Mill, SC",Very High,0
"Fort Mill, SC",Ultra High,0
"Fort Myers, FL, US",Low,0
"Fort Myers, FL, US",Medium,1
"Fort Myers, FL, US",High,0
"Fort Myers, FL, US",Very High,0
"Fort Myers, FL, US",Ultra High,0
"Fort Walton Beach, FL",Low,0
"Fort Walton Beach, FL",Medium,0
"Fort Walton Beach, FL",High,1
"Fort Walton Beach, FL",Very High,0
"Fort Walton Beach, FL",Ultra High,0
"Fort Wayne, IN, USA",Low,0
"Fort Wayne, IN, USA",Medium,1
"Fort Wayne, IN, USA",High,0
"Fort Wayne, IN, USA",Very High,0
"Fort Wayne, IN, USA",Ultra High,0
"Fort Worth, TX",Low,0
"Fort Worth, TX",Medium,1
"Fort Worth, TX",High,0
"Fort Worth, TX",Very High,0
"Fort Worth, TX",Ultra High,0
"Fort Worth, TX, US",Low,0
"Fort Worth, TX, US",Medium,2
"Fort Worth, TX, US",High,0
"Fort Worth, TX, US",Very High,0
"Fort Worth, TX, US",Ultra High,0
"Fort Worth, TX, USA",Low,0
"Fort Worth, TX, USA",Medium,3
"Fort Worth, TX, USA",High,0
"Fort Worth, TX, USA",Very High,0
"Fort Worth, TX, USA",Ultra High,0
"Foster City, CA, USA",Low,0
"Foster City, CA, USA",Medium,4
"Foster City, CA, USA",High,0
"Foster City, CA, USA",Very High,0
"Foster City, CA, USA",Ultra High,0
"Fountain Valley, CA",Low,1
"Fountain Valley, CA",Medium,0
"Fountain Valley, CA",High,0
"Fountain Valley, CA",Very High,0
"Fountain Valley, CA",Ultra High,0
"Fountain Valley, CA, USA",Low,0
"Fountain Valley, CA, USA",Medium,1
"Fountain Valley, CA, USA",High,0
"Fountain Valley, CA, USA",Very High,0
"Fountain Valley, CA, USA",Ultra High,0
"Framingham, MA",Low,1
"Framingham, MA",Medium,0
"Framingham, MA",High,0
"Framingham, MA",Very High,0
"Framingham, MA",Ultra High,0
"Framingham, MA, USA",Low,0
"Framingham, MA, USA",Medium,1
"Framingham, MA, USA",High,0
"Framingham, MA, USA",Very High,0
"Framingham, MA, USA",Ultra High,0
"Frankfort, KY",Low,0
"Frankfort, KY",Medium,1
"Frankfort, KY",High,0
"Frankfort, KY",Very High,0
"Frankfort, KY",Ultra High,0
"Frankfort, KY, US",Low,0
"Frankfort, KY, US",Medium,1
"Frankfort, KY, US",High,0
"Frankfort, KY, US",Very High,0
"Frankfort, KY, US",Ultra High,0
"Franklin, TN, USA",Low,0
"Franklin, TN, USA",Medium,1
"Franklin, TN, USA",High,0
"Franklin, TN, USA",Very High,0
"Franklin, TN, USA",Ultra High,0
"Frederick, MD",Low,0
"Frederick, MD",Medium,1
"Frederick, MD",High,0
"Frederick, MD",Very High,0
"Frederick, MD",Ultra High,0
"Frederick, MD, US",Low,0
"Frederick, MD, US",Medium,1
"Frederick, MD, US",High,0
"Frederick, MD, US",Very High,0
"Frederick, MD, US",Ultra High,0
"Fredericksburg, PA, US",Low,0
"Fredericksburg, PA, US",Medium,1
"Fredericksburg, PA, US",High,0
"Fredericksburg, PA, US",Very High,0
"Fredericksburg, PA, US",Ultra High,0
"Fredericksburg, VA",Low,0
"Fredericksburg, VA",Medium,0
"Fredericksburg, VA",High,1
"Fredericksburg, VA",Very High,0
"Fredericksburg, VA",Ultra High,0
"Fredericksburg, VA, US",Low,0
"Fredericksburg, VA, US",Medium,1
"Fredericksburg, VA, US",High,0
"Fredericksburg, VA, US",Very High,0
"Fredericksburg, VA, US",Ultra High,0
"Fremont, CA, US",Low,0
"Fremont, CA, US",Medium,1
"Fremont, CA, US",High,0
"Fremont, CA, US",Very High,0
"Fremont, CA, US",Ultra High,0
"Fremont, CA, USA",Low,1
"Fremont, CA, USA",Medium,2
"Fremont, CA, USA",High,1
"Fremont, CA, USA",Very High,0
"Fremont, CA, USA",Ultra High,0
"Fresno, CA",Low,0
"Fresno, CA",Medium,1
"Fresno, CA",High,0
"Fresno, CA",Very High,0
"Fresno, CA",Ultra High,0
"Fresno, CA, USA",Low,0
"Fresno, CA, USA",Medium,1
"Fresno, CA, USA",High,1
"Fresno, CA, USA",Very High,0
"Fresno, CA, USA",Ultra High,0
"Frisco, TX",Low,0
"Frisco, TX",Medium,0
"Frisco, TX",High,1
"Frisco, TX",Very High,0
"Frisco, TX",Ultra High,0
"Frisco, TX, US",Low,1
"Frisco, TX, US",Medium,3
"Frisco, TX, US",High,1
"Frisco, TX, US",Very High,0
"Frisco, TX, US",Ultra High,0
"Frisco, TX, USA",Low,0
"Frisco, TX, USA",Medium,2
"Frisco, TX, USA",High,0
"Frisco, TX, USA",Very High,0
"Frisco, TX, USA",Ultra High,0
"GA, US",Low,0
"GA, US",Medium,1
"GA, US",High,1
"GA, US",Very High,0
"GA, US",Ultra High,0
"Gainesville, FL, USA",Low,0
"Gainesville, FL, USA",Medium,1
"Gainesville, FL, USA",High,0
"Gainesville, FL, USA",Very High,0
"Gainesville, FL, USA",Ultra High,0
"Gaithersburg, MD",Low,0
"Gaithersburg, MD",Medium,0
"Gaithersburg, MD",High,1
"Gaithersburg, MD",Very High,0
"Gaithersburg, MD",Ultra High,0
"Gaithersburg, MD, US",Low,0
"Gaithersburg, MD, US",Medium,0
"Gaithersburg, MD, US",High,1
"Gaithersburg, MD, US",Very High,0
"Gaithersburg, MD, US",Ultra High,0
"Gardena, CA, USA",Low,0
"Gardena, CA, USA",Medium,1
"Gardena, CA, USA",High,1
"Gardena, CA, USA",Very High,0
"Gardena, CA, USA",Ultra High,0
"Garland, TX, USA",Low,0
"Garland, TX, USA",Medium,1
"Garland, TX, USA",High,0
"Garland, TX, USA",Very High,0
"Garland, TX, USA",Ultra High,0
"Gentry, AR",Low,0
"Gentry, AR",Medium,1
"Gentry, AR",High,0
"Gentry, AR",Very High,0
"Gentry, AR",Ultra High,0
"Gentry, AR, US",Low,0
"Gentry, AR, US",Medium,1
"Gentry, AR, US",High,0
"Gentry, AR, US",Very High,0
"Gentry, AR, US",Ultra High,0
"Gentry, AR, USA",Low,0
"Gentry, AR, USA",Medium,1
"Gentry, AR, USA",High,0
"Gentry, AR, USA",Very High,0
"Gentry, AR, USA",Ultra High,0
"Gilroy, CA, USA",Low,1
"Gilroy, CA, USA",Medium,0
"Gilroy, CA, USA",High,0
"Gilroy, CA, USA",Very High,0
"Gilroy, CA, USA",Ultra High,0
"Glasgow, OR, USA",Low,0
"Glasgow, OR, USA",Medium,1
"Glasgow, OR, USA",High,0
"Glasgow, OR, USA",Very High,0
"Glasgow, OR, USA",Ultra High,0
"Glassboro, NJ, US",Low,0
"Glassboro, NJ, US",Medium,1
"Glassboro, NJ, US",High,0
"Glassboro, NJ, US",Very High,0
"Glassboro, NJ, US",Ultra High,0
"Glen Allen, VA",Low,0
"Glen Allen, VA",Medium,1
"Glen Allen, VA",High,0
"Glen Allen, VA",Very High,0
"Glen Allen, VA",Ultra High,0
"Glen Allen, VA, US",Low,0
"Glen Allen, VA, US",Medium,1
"Glen Allen, VA, US",High,0
"Glen Allen, VA, US",Very High,0
"Glen Allen, VA, US",Ultra High,0
"Glendale, CA, USA",Low,0
"Glendale, CA, USA",Medium,2
"Glendale, CA, USA",High,0
"Glendale, CA, USA",Very High,0
"Glendale, CA, USA",Ultra High,0
"Glendora, CA, USA",Low,0
"Glendora, CA, USA",Medium,1
"Glendora, CA, USA",High,0
"Glendora, CA, USA",Very High,0
"Glendora, CA, USA",Ultra High,0
"Goleta, CA, USA",Low,0
"Goleta, CA, USA",Medium,1
"Goleta, CA, USA",High,0
"Goleta, CA, USA",Very High,0
"Goleta, CA, USA",Ultra High,0
"Gordonsville, VA, USA",Low,0
"Gordonsville, VA, USA",Medium,1
"Gordonsville, VA, USA",High,0
"Gordonsville, VA, USA",Very High,0
"Gordonsville, VA, USA",Ultra High,0
"Grand Blanc, MI",Low,0
"Grand Blanc, MI",Medium,1
"Grand Blanc, MI",High,0
"Grand Blanc, MI",Very High,0
"Grand Blanc, MI",Ultra High,0
"Grand Prairie, TX",Low,0
"Grand Prairie, TX",Medium,1
"Grand Prairie, TX",High,0
"Grand Prairie, TX",Very High,0
"Grand Prairie, TX",Ultra High,0
"Grand Prairie, TX, US",Low,0
"Grand Prairie, TX, US",Medium,1
"Grand Prairie, TX, US",High,0
"Grand Prairie, TX, US",Very High,0
"Grand Prairie, TX, US",Ultra High,0
"Grand Rapids, MI",Low,0
"Grand Rapids, MI",Medium,1
"Grand Rapids, MI",High,0
"Grand Rapids, MI",Very High,0
"Grand Rapids, MI",Ultra High,0
"Grand Rapids, MI, US",Low,0
"Grand Rapids, MI, US",Medium,3
"Grand Rapids, MI, US",High,0
"Grand Rapids, MI, US",Very High,0
"Grand Rapids, MI, US",Ultra High,0
"Grapevine, TX, US",Low,0
"Grapevine, TX, US",Medium,2
"Grapevine, TX, US",High,0
"Grapevine, TX, US",Very High,0
"Grapevine, TX, US",Ultra High,0
"Greeley, CO, USA",Low,0
"Greeley, CO, USA",Medium,1
"Greeley, CO, USA",High,0
"Greeley, CO, USA",Very High,0
"Greeley, CO, USA",Ultra High,0
"Green Bay, WI",Low,0
"Green Bay, WI",Medium,1
"Green Bay, WI",High,1
"Green Bay, WI",Very High,0
"Green Bay, WI",Ultra High,0
"Green Bay, WI, US",Low,0
"Green Bay, WI, US",Medium,3
"Green Bay, WI, US",High,0
"Green Bay, WI, US",Very High,0
"Green Bay, WI, US",Ultra High,0
"Green Bay, WI, USA",Low,0
"Green Bay, WI, USA",Medium,1
"Green Bay, WI, USA",High,0
"Green Bay, WI, USA",Very High,0
"Green Bay, WI, USA",Ultra High,0
"Greensboro, NC",Low,1
"Greensboro, NC",Medium,0
"Greensboro, NC",High,0
"Greensboro, NC",Very High,0
"Greensboro, NC",Ultra High,0
"Greensboro, NC, US",Low,0
"Greensboro, NC, US",Medium,2
"Greensboro, NC, US",High,0
"Greensboro, NC, US",Very High,0
"Greensboro, NC, US",Ultra High,0
"Greenville, SC",Low,3
"Greenville, SC",Medium,3
"Greenville, SC",High,0
"Greenville, SC",Very High,0
"Greenville, SC",Ultra High,0
"Greenville, SC, US",Low,0
"Greenville, SC, US",Medium,2
"Greenville, SC, US",High,0
"Greenville, SC, US",Very High,0
"Greenville, SC, US",Ultra High,0
"Greenwood Village, CO, US",Low,0
"Greenwood Village, CO, US",Medium,0
"Greenwood Village, CO, US",High,1
"Greenwood Village, CO, US",Very High,0
"Greenwood Village, CO, US",Ultra High,0
"Greer, SC",Low,1
"Greer, SC",Medium,0
"Greer, SC",High,0
"Greer, SC",Very High,0
"Greer, SC",Ultra High,0
"Gresham, OR, USA",Low,0
"Gresham, OR, USA",Medium,1
"Gresham, OR, USA",High,0
"Gresham, OR, USA",Very High,0
"Gresham, OR, USA",Ultra High,0
"Guymon, OK, USA",Low,0
"Guymon, OK, USA",Medium,1
"Guymon, OK, USA",High,0
"Guymon, OK, USA",Very High,0
"Guymon, OK, USA",Ultra High,0
"Hacienda Heights, CA, USA",Low,0
"Hacienda Heights, CA, USA",Medium,1
"Hacienda Heights, CA, USA",High,0
"Hacienda Heights, CA, USA",Very High,0
"Hacienda Heights, CA, USA",Ultra High,0
"Hackensack, NJ, USA",Low,0
"Hackensack, NJ, USA",Medium,1
"Hackensack, NJ, USA",High,0
"Hackensack, NJ, USA",Very High,0
"Hackensack, NJ, USA",Ultra High,0
"Hagerstown, MD",Low,0
"Hagerstown, MD",Medium,1
"Hagerstown, MD",High,0
"Hagerstown, MD",Very High,0
"Hagerstown, MD",Ultra High,0
"Hainesport, NJ",Low,0
"Hainesport, NJ",Medium,1
"Hainesport, NJ",High,0
"Hainesport, NJ",Very High,0
"Hainesport, NJ",Ultra High,0
"Hainesport, NJ, US",Low,0
"Hainesport, NJ, US",Medium,1
"Hainesport, NJ, US",High,0
"Hainesport, NJ, US",Very High,0
"Hainesport, NJ, US",Ultra High,0
"Hampton, GA",Low,0
"Hampton, GA",Medium,1
"Hampton, GA",High,0
"Hampton, GA",Very High,0
"Hampton, GA",Ultra High,0
"Hampton, GA, US",Low,0
"Hampton, GA, US",Medium,1
"Hampton, GA, US",High,0
"Hampton, GA, US",Very High,0
"Hampton, GA, US",Ultra High,0
"Hampton, VA",Low,0
"Hampton, VA",Medium,0
"Hampton, VA",High,1
"Hampton, VA",Very High,0
"Hampton, VA",Ultra High,0
"Hamptonville, NC",Low,0
"Hamptonville, NC",Medium,0
"Hamptonville, NC",High,1
"Hamptonville, NC",Very High,0
"Hamptonville, NC",Ultra High,0
"Harrisburg, PA",Low,1
"Harrisburg, PA",Medium,2
"Harrisburg, PA",High,0
"Harrisburg, PA",Very High,0
"Harrisburg, PA",Ultra High,0
"Harrisburg, PA, US",Low,0
"Harrisburg, PA, US",Medium,1
"Harrisburg, PA, US",High,1
"Harrisburg, PA, US",Very High,1
"Harrisburg, PA, US",Ultra High,0
"Harrisburg, PA, USA",Low,0
"Harrisburg, PA, USA",Medium,1
"Harrisburg, PA, USA",High,0
"Harrisburg, PA, USA",Very High,0
"Harrisburg, PA, USA",Ultra High,0
"Harrison, MT, USA",Low,0
"Harrison, MT, USA",Medium,0
"Harrison, MT, USA",High,1
"Harrison, MT, USA",Very High,0
"Harrison, MT, USA",Ultra High,0
"Hartford, CT",Low,1
"Hartford, CT",Medium,2
"Hartford, CT",High,0
"Hartford, CT",Very High,1
"Hartford, CT",Ultra High,0
"Hartford, CT, US",Low,0
"Hartford, CT, US",Medium,1
"Hartford, CT, US",High,1
"Hartford, CT, US",Very High,0
"Hartford, CT, US",Ultra High,0
"Hawthorne, CA, USA",Low,0
"Hawthorne, CA, USA",Medium,0
"Hawthorne, CA, USA",High,1
"Hawthorne, CA, USA",Very High,0
"Hawthorne, CA, USA",Ultra High,0
"Hayward, CA, USA",Low,0
"Hayward, CA, USA",Medium,2
"Hayward, CA, USA",High,0
"Hayward, CA, USA",Very High,0
"Hayward, CA, USA",Ultra High,0
"Headquarters, WA, USA",Low,0
"Headquarters, WA, USA",Medium,2
"Headquarters, WA, USA",High,0
"Headquarters, WA, USA",Very High,0
"Headquarters, WA, USA",Ultra High,0
"Helena, MT",Low,0
"Helena, MT",Medium,1
"Helena, MT",High,0
"Helena, MT",Very High,0
"Helena, MT",Ultra High,0
"Helena, MT, USA",Low,0
"Helena, MT, USA",Medium,2
"Helena, MT, USA",High,0
"Helena, MT, USA",Very High,0
"Helena, MT, USA",Ultra High,0
"Henderson, NV",Low,1
"Henderson, NV",Medium,0
"Henderson, NV",High,0
"Henderson, NV",Very High,0
"Henderson, NV",Ultra High,0
"Henderson, NV, USA",Low,2
"Henderson, NV, USA",Medium,2
"Henderson, NV, USA",High,0
"Henderson, NV, USA",Very High,0
"Henderson, NV, USA",Ultra High,0
"Hermitage, TN, USA",Low,0
"Hermitage, TN, USA",Medium,1
"Hermitage, TN, USA",High,0
"Hermitage, TN, USA",Very High,0
"Hermitage, TN, USA",Ultra High,0
"Herndon, VA, US",Low,0
"Herndon, VA, US",Medium,1
"Herndon, VA, US",High,0
"Herndon, VA, US",Very High,0
"Herndon, VA, US",Ultra High,0
"Herndon, VA, USA",Low,0
"Herndon, VA, USA",Medium,1
"Herndon, VA, USA",High,0
"Herndon, VA, USA",Very High,0
"Herndon, VA, USA",Ultra High,0
"Hickory, NC",Low,0
"Hickory, NC",Medium,1
"Hickory, NC",High,0
"Hickory, NC",Very High,0
"Hickory, NC",Ultra High,0
"Highland, CA, USA",Low,0
"Highland, CA, USA",Medium,2
"Highland, CA, USA",High,0
"Highland, CA, USA",Very High,0
"Highland, CA, USA",Ultra High,0
"Hill AFB, UT, US",Low,0
"Hill AFB, UT, US",Medium,0
"Hill AFB, UT, US",High,1
"Hill AFB, UT, US",Very High,0
"Hill AFB, UT, US",Ultra High,0
"Hillsboro, OR",Low,0
"Hillsboro, OR",Medium,2
"Hillsboro, OR",High,0
"Hillsboro, OR",Very High,0
"Hillsboro, OR",Ultra High,0
"Hillsboro, OR, US",Low,0
"Hillsboro, OR, US",Medium,2
"Hillsboro, OR, US",High,0
"Hillsboro, OR, US",Very High,0
"Hillsboro, OR, US",Ultra High,0
"Hillsboro, OR, USA",Low,0
"Hillsboro, OR, USA",Medium,2
"Hillsboro, OR, USA",High,0
"Hillsboro, OR, USA",Very High,0
"Hillsboro, OR, USA",Ultra High,0
"Hoboken, NJ, US",Low,0
"Hoboken, NJ, US",Medium,0
"Hoboken, NJ, US",High,2
"Hoboken, NJ, US",Very High,0
"Hoboken, NJ, US",Ultra High,0
"Hollywood, MD, USA",Low,0
"Hollywood, MD, USA",Medium,0
"Hollywood, MD, USA",High,1
"Hollywood, MD, USA",Very High,0
"Hollywood, MD, USA",Ultra High,0
"Homewood, IL",Low,0
"Homewood, IL",Medium,1
"Homewood, IL",High,0
"Homewood, IL",Very High,0
"Homewood, IL",Ultra High,0
"Homewood, IL, US",Low,0
"Homewood, IL, US",Medium,0
"Homewood, IL, US",High,1
"Homewood, IL, US",Very High,0
"Homewood, IL, US",Ultra High,0
"Honolulu, HI",Low,0
"Honolulu, HI",Medium,1
"Honolulu, HI",High,2
"Honolulu, HI",Very High,0
"Honolulu, HI",Ultra High,0
"Honolulu, HI, USA",Low,0
"Honolulu, HI, USA",Medium,2
"Honolulu, HI, USA",High,1
"Honolulu, HI, USA",Very High,0
"Honolulu, HI, USA",Ultra High,0
"Hoover, AL, US",Low,0
"Hoover, AL, US",Medium,1
"Hoover, AL, US",High,0
"Hoover, AL, US",Very High,0
"Hoover, AL, US",Ultra High,0
"Houston, TX",Low,2
"Houston, TX",Medium,9
"Houston, TX",High,4
"Houston, TX",Very High,0
"Houston, TX",Ultra High,0
"Houston, TX, US",Low,0
"Houston, TX, US",Medium,13
"Houston, TX, US",High,7
"Houston, TX, US",Very High,0
"Houston, TX, US",Ultra High,0
"Houston, TX, USA",Low,0
"Houston, TX, USA",Medium,12
"Houston, TX, USA",High,0
"Houston, TX, USA",Very High,0
"Houston, TX, USA",Ultra High,0
"Huntsville, AL, USA",Low,0
"Huntsville, AL, USA",Medium,1
"Huntsville, AL, USA",High,0
"Huntsville, AL, USA",Very High,0
"Huntsville, AL, USA",Ultra High,0
"IL, US",Low,0
"IL, US",Medium,1
"IL, US",High,0
"IL, US",Very High,0
"IL, US",Ultra High,0
"Idaho Falls, ID, US",Low,0
"Idaho Falls, ID, US",Medium,1
"Idaho Falls, ID, US",High,0
"Idaho Falls, ID, US",Very High,0
"Idaho Falls, ID, US",Ultra High,0
"Indian Head, MD",Low,0
"Indian Head, MD",Medium,1
"Indian Head, MD",High,0
"Indian Head, MD",Very High,0
"Indian Head, MD",Ultra High,0
"Indian Head, MD, US",Low,0
"Indian Head, MD, US",Medium,1
"Indian Head, MD, US",High,0
"Indian Head, MD, US",Very High,0
"Indian Head, MD, US",Ultra High,0
"Indianapolis, IN",Low,0
"Indianapolis, IN",Medium,4
"Indianapolis, IN",High,1
"Indianapolis, IN",Very High,0
"Indianapolis, IN",Ultra High,0
"Indianapolis, IN, US",Low,0
"Indianapolis, IN, US",Medium,2
"Indianapolis, IN, US",High,1
"Indianapolis, IN, US",Very High,0
"Indianapolis, IN, US",Ultra High,0
"Indianapolis, IN, USA",Low,1
"Indianapolis, IN, USA",Medium,0
"Indianapolis, IN, USA",High,0
"Indianapolis, IN, USA",Very High,0
"Indianapolis, IN, USA",Ultra High,0
"Irvine, CA",Low,1
"Irvine, CA",Medium,0
"Irvine, CA",High,1
"Irvine, CA",Very High,0
"Irvine, CA",Ultra High,0
"Irvine, CA, US",Low,1
"Irvine, CA, US",Medium,0
"Irvine, CA, US",High,1
"Irvine, CA, US",Very High,0
"Irvine, CA, US",Ultra High,0
"Irvine, CA, USA",Low,3
"Irvine, CA, USA",Medium,7
"Irvine, CA, USA",High,6
"Irvine, CA, USA",Very High,0
"Irvine, CA, USA",Ultra High,0
"Irving, TX",Low,0
"Irving, TX",Medium,2
"Irving, TX",High,2
"Irving, TX",Very High,1
"Irving, TX",Ultra High,1
"Irving, TX, US",Low,0
"Irving, TX, US",Medium,1
"Irving, TX, US",High,7
"Irving, TX, US",Very High,1
"Irving, TX, US",Ultra High,1
"Irving, TX, USA",Low,0
"Irving, TX, USA",Medium,2
"Irving, TX, USA",High,0
"Irving, TX, USA",Very High,0
"Irving, TX, USA",Ultra High,0
"Irwindale, CA, USA",Low,0
"Irwindale, CA, USA",Medium,0
"Irwindale, CA, USA",High,1
"Irwindale, CA, USA",Very High,0
"Irwindale, CA, USA",Ultra High,0
"Issaquah, WA, USA",Low,0
"Issaquah, WA, USA",Medium,1
"Issaquah, WA, USA",High,0
"Issaquah, WA, USA",Very High,0
"Issaquah, WA, USA",Ultra High,0
"Itasca, IL",Low,0
"Itasca, IL",Medium,1
"Itasca, IL",High,0
"Itasca, IL",Very High,0
"Itasca, IL",Ultra High,0
"Itasca, IL, US",Low,0
"Itasca, IL, US",Medium,1
"Itasca, IL, US",High,0
"Itasca, IL, US",Very High,0
"Itasca, IL, US",Ultra High,0
"Ivins, UT, USA",Low,0
"Ivins, UT, USA",Medium,0
"Ivins, UT, USA",High,1
"Ivins, UT, USA",Very High,0
"Ivins, UT, USA",Ultra High,0
"Jackson, MS, US",Low,0
"Jackson, MS, US",Medium,1
"Jackson, MS, US",High,0
"Jackson, MS, US",Very High,0
"Jackson, MS, US",Ultra High,0
"Jacksonville, FL",Low,0
"Jacksonville, FL",Medium,2
"Jacksonville, FL",High,3
"Jacksonville, FL",Very High,0
"Jacksonville, FL",Ultra High,0
"Jacksonville, FL, US",Low,1
"Jacksonville, FL, US",Medium,3
"Jacksonville, FL, US",High,2
"Jacksonville, FL, US",Very High,0
"Jacksonville, FL, US",Ultra High,0
"Jacksonville, FL, USA",Low,0
"Jacksonville, FL, USA",Medium,1
"Jacksonville, FL, USA",High,0
"Jacksonville, FL, USA",Very High,0
"Jacksonville, FL, USA",Ultra High,0
"Jericho, NY, US",Low,0
"Jericho, NY, US",Medium,1
"Jericho, NY, US",High,0
"Jericho, NY, US",Very High,0
"Jericho, NY, US",Ultra High,0
"Jersey City, NJ",Low,0
"Jersey City, NJ",Medium,1
"Jersey City, NJ",High,0
"Jersey City, NJ",Very High,0
"Jersey City, NJ",Ultra High,0
"Jersey City, NJ, US",Low,0
"Jersey City, NJ, US",Medium,0
"Jersey City, NJ, US",High,1
"Jersey City, NJ, US",Very High,0
"Jersey City, NJ, US",Ultra High,1
"Jersey City, NJ, USA",Low,0
"Jersey City, NJ, USA",Medium,1
"Jersey City, NJ, USA",High,0
"Jersey City, NJ, USA",Very High,0
"Jersey City, NJ, USA",Ultra High,0
"Johannesburg, CA, USA",Low,0
"Johannesburg, CA, USA",Medium,1
"Johannesburg, CA, USA",High,0
"Johannesburg, CA, USA",Very High,0
"Johannesburg, CA, USA",Ultra High,0
"Johns Creek, GA, USA",Low,0
"Johns Creek, GA, USA",Medium,1
"Johns Creek, GA, USA",High,0
"Johns Creek, GA, USA",Very High,0
"Johns Creek, GA, USA",Ultra High,0
"Johnston, RI",Low,0
"Johnston, RI",Medium,0
"Johnston, RI",High,1
"Johnston, RI",Very High,0
"Johnston, RI",Ultra High,0
"Johnston, RI, US",Low,0
"Johnston, RI, US",Medium,0
"Johnston, RI, US",High,1
"Johnston, RI, US",Very High,0
"Johnston, RI, US",Ultra High,0
"Juneau, AK, USA",Low,0
"Juneau, AK, USA",Medium,1
