location,salary_bin,job_count
"Richardson, TX, US",Medium,0
"Richardson, TX, US",High,1
"Richardson, TX, US",Very High,0
"Richardson, TX, US",Ultra High,0
"Richland, SC, US",Low,0
"Richland, SC, US",Medium,1
"Richland, SC, US",High,0
"Richland, SC, US",Very High,0
"Richland, SC, US",Ultra High,0
"Richland, WA",Low,1
"Richland, WA",Medium,0
"Richland, WA",High,0
"Richland, WA",Very High,0
"Richland, WA",Ultra High,0
"Richland, WA, USA",Low,2
"Richland, WA, USA",Medium,0
"Richland, WA, USA",High,1
"Richland, WA, USA",Very High,0
"Richland, WA, USA",Ultra High,0
"Richmond, MI",Low,1
"Richmond, MI",Medium,0
"Richmond, MI",High,0
"Richmond, MI",Very High,0
"Richmond, MI",Ultra High,0
"Richmond, MI, US",Low,1
"Richmond, MI, US",Medium,0
"Richmond, MI, US",High,0
"Richmond, MI, US",Very High,0
"Richmond, MI, US",Ultra High,0
"Richmond, VA",Low,7
"Richmond, VA",Medium,9
"Richmond, VA",High,0
"Richmond, VA",Very High,0
"Richmond, VA",Ultra High,0
"Richmond, VA, US",Low,3
"Richmond, VA, US",Medium,4
"Richmond, VA, US",High,4
"Richmond, VA, US",Very High,1
"Richmond, VA, US",Ultra High,0
"Richmond, VA, USA",Low,0
"Richmond, VA, USA",Medium,3
"Richmond, VA, USA",High,1
"Richmond, VA, USA",Very High,0
"Richmond, VA, USA",Ultra High,0
"Ridgefield Park, Bergen, NJ",Low,0
"Ridgefield Park, Bergen, NJ",Medium,0
"Ridgefield Park, Bergen, NJ",High,1
"Ridgefield Park, Bergen, NJ",Very High,0
"Ridgefield Park, Bergen, NJ",Ultra High,0
"Ridgefield Park, NJ, US",Low,0
"Ridgefield Park, NJ, US",Medium,0
"Ridgefield Park, NJ, US",High,1
"Ridgefield Park, NJ, US",Very High,0
"Ridgefield Park, NJ, US",Ultra High,0
"Riverside, CA, US",Low,0
"Riverside, CA, US",Medium,0
"Riverside, CA, US",High,1
"Riverside, CA, US",Very High,0
"Riverside, CA, US",Ultra High,0
"Riverside, CA, USA",Low,0
"Riverside, CA, USA",Medium,2
"Riverside, CA, USA",High,1
"Riverside, CA, USA",Very High,0
"Riverside, CA, USA",Ultra High,0
"Roanoke, VA, USA",Low,0
"Roanoke, VA, USA",Medium,1
"Roanoke, VA, USA",High,0
"Roanoke, VA, USA",Very High,0
"Roanoke, VA, USA",Ultra High,0
"Rochester, NY, US",Low,0
"Rochester, NY, US",Medium,1
"Rochester, NY, US",High,0
"Rochester, NY, US",Very High,0
"Rochester, NY, US",Ultra High,0
"Rochester, WA, US",Low,0
"Rochester, WA, US",Medium,1
"Rochester, WA, US",High,0
"Rochester, WA, US",Very High,0
"Rochester, WA, US",Ultra High,0
"Rock Hill, SC",Low,0
"Rock Hill, SC",Medium,1
"Rock Hill, SC",High,0
"Rock Hill, SC",Very High,0
"Rock Hill, SC",Ultra High,0
"Rock Hill, SC, US",Low,0
"Rock Hill, SC, US",Medium,1
"Rock Hill, SC, US",High,0
"Rock Hill, SC, US",Very High,0
"Rock Hill, SC, US",Ultra High,0
"Rockville, MD",Low,0
"Rockville, MD",Medium,3
"Rockville, MD",High,0
"Rockville, MD",Very High,0
"Rockville, MD",Ultra High,0
"Rockville, MD, US",Low,0
"Rockville, MD, US",Medium,0
"Rockville, MD, US",High,1
"Rockville, MD, US",Very High,0
"Rockville, MD, US",Ultra High,1
"Rockwall, TX, USA",Low,0
"Rockwall, TX, USA",Medium,1
"Rockwall, TX, USA",High,0
"Rockwall, TX, USA",Very High,0
"Rockwall, TX, USA",Ultra High,0
"Rocky Mount, NC, US",Low,0
"Rocky Mount, NC, US",Medium,1
"Rocky Mount, NC, US",High,0
"Rocky Mount, NC, US",Very High,0
"Rocky Mount, NC, US",Ultra High,0
"Rocky Mount, NC, USA",Low,0
"Rocky Mount, NC, USA",Medium,1
"Rocky Mount, NC, USA",High,0
"Rocky Mount, NC, USA",Very High,0
"Rocky Mount, NC, USA",Ultra High,0
"Rogers, AR",Low,0
"Rogers, AR",Medium,0
"Rogers, AR",High,1
"Rogers, AR",Very High,0
"Rogers, AR",Ultra High,0
"Rogers, AR, US",Low,0
"Rogers, AR, US",Medium,0
"Rogers, AR, US",High,1
"Rogers, AR, US",Very High,0
"Rogers, AR, US",Ultra High,0
"Rogers, AR, USA",Low,0
"Rogers, AR, USA",Medium,1
"Rogers, AR, USA",High,0
"Rogers, AR, USA",Very High,0
"Rogers, AR, USA",Ultra High,0
"Rolling Meadows, IL",Low,0
"Rolling Meadows, IL",Medium,3
"Rolling Meadows, IL",High,0
"Rolling Meadows, IL",Very High,0
"Rolling Meadows, IL",Ultra High,0
"Rolling Meadows, IL, US",Low,0
"Rolling Meadows, IL, US",Medium,2
"Rolling Meadows, IL, US",High,0
"Rolling Meadows, IL, US",Very High,0
"Rolling Meadows, IL, US",Ultra High,0
"Roseland, NJ, US",Low,0
"Roseland, NJ, US",Medium,1
"Roseland, NJ, US",High,0
"Roseland, NJ, US",Very High,0
"Roseland, NJ, US",Ultra High,0
"Rosemead, CA, USA",Low,1
"Rosemead, CA, USA",Medium,1
"Rosemead, CA, USA",High,0
"Rosemead, CA, USA",Very High,0
"Rosemead, CA, USA",Ultra High,0
"Rosemont, IL, US",Low,1
"Rosemont, IL, US",Medium,0
"Rosemont, IL, US",High,0
"Rosemont, IL, US",Very High,0
"Rosemont, IL, US",Ultra High,0
"Roseville, CA, US",Low,1
"Roseville, CA, US",Medium,0
"Roseville, CA, US",High,0
"Roseville, CA, US",Very High,0
"Roseville, CA, US",Ultra High,0
"Roswell, GA",Low,0
"Roswell, GA",Medium,1
"Roswell, GA",High,0
"Roswell, GA",Very High,0
"Roswell, GA",Ultra High,0
"Roswell, GA, US",Low,0
"Roswell, GA, US",Medium,1
"Roswell, GA, US",High,0
"Roswell, GA, US",Very High,0
"Roswell, GA, US",Ultra High,0
"Rothschild, WI",Low,0
"Rothschild, WI",Medium,0
"Rothschild, WI",High,1
"Rothschild, WI",Very High,0
"Rothschild, WI",Ultra High,0
"Rothschild, WI, US",Low,0
"Rothschild, WI, US",Medium,0
"Rothschild, WI, US",High,1
"Rothschild, WI, US",Very High,0
"Rothschild, WI, US",Ultra High,0
"Rowley, MA, USA",Low,0
"Rowley, MA, USA",Medium,1
"Rowley, MA, USA",High,0
"Rowley, MA, USA",Very High,0
"Rowley, MA, USA",Ultra High,0
"Royse City, TX, US",Low,0
"Royse City, TX, US",Medium,1
"Royse City, TX, US",High,0
"Royse City, TX, US",Very High,0
"Royse City, TX, US",Ultra High,0
"Sacramento, CA",Low,3
"Sacramento, CA",Medium,0
"Sacramento, CA",High,1
"Sacramento, CA",Very High,0
"Sacramento, CA",Ultra High,0
"Sacramento, CA, US",Low,2
"Sacramento, CA, US",Medium,1
"Sacramento, CA, US",High,1
"Sacramento, CA, US",Very High,0
"Sacramento, CA, US",Ultra High,0
"Sacramento, CA, USA",Low,2
"Sacramento, CA, USA",Medium,12
"Sacramento, CA, USA",High,1
"Sacramento, CA, USA",Very High,0
"Sacramento, CA, USA",Ultra High,0
"Saint Albans, VT, USA",Low,0
"Saint Albans, VT, USA",Medium,1
"Saint Albans, VT, USA",High,0
"Saint Albans, VT, USA",Very High,0
"Saint Albans, VT, USA",Ultra High,0
"Saint Louis, MO",Low,1
"Saint Louis, MO",Medium,1
"Saint Louis, MO",High,1
"Saint Louis, MO",Very High,0
"Saint Louis, MO",Ultra High,0
"Saint Louis, MO, USA",Low,0
"Saint Louis, MO, USA",Medium,1
"Saint Louis, MO, USA",High,0
"Saint Louis, MO, USA",Very High,0
"Saint Louis, MO, USA",Ultra High,0
"Saint Paul, MN",Low,2
"Saint Paul, MN",Medium,1
"Saint Paul, MN",High,0
"Saint Paul, MN",Very High,0
"Saint Paul, MN",Ultra High,0
"Saint Paul, MN, USA",Low,0
"Saint Paul, MN, USA",Medium,1
"Saint Paul, MN, USA",High,0
"Saint Paul, MN, USA",Very High,0
"Saint Paul, MN, USA",Ultra High,0
"Saint Petersburg, FL",Low,0
"Saint Petersburg, FL",Medium,3
"Saint Petersburg, FL",High,0
"Saint Petersburg, FL",Very High,0
"Saint Petersburg, FL",Ultra High,0
"Saint Petersburg, FL, US",Low,0
"Saint Petersburg, FL, US",Medium,3
"Saint Petersburg, FL, US",High,1
"Saint Petersburg, FL, US",Very High,0
"Saint Petersburg, FL, US",Ultra High,0
"Saint Petersburg, FL, USA",Low,0
"Saint Petersburg, FL, USA",Medium,1
"Saint Petersburg, FL, USA",High,0
"Saint Petersburg, FL, USA",Very High,0
"Saint Petersburg, FL, USA",Ultra High,0
"Salem, OR",Low,1
"Salem, OR",Medium,0
"Salem, OR",High,0
"Salem, OR",Very High,0
"Salem, OR",Ultra High,0
"Salem, OR, US",Low,3
"Salem, OR, US",Medium,0
"Salem, OR, US",High,0
"Salem, OR, US",Very High,0
"Salem, OR, US",Ultra High,0
"Salem, OR, USA",Low,2
"Salem, OR, USA",Medium,5
"Salem, OR, USA",High,0
"Salem, OR, USA",Very High,0
"Salem, OR, USA",Ultra High,0
"Salinas, CA, USA",Low,1
"Salinas, CA, USA",Medium,0
"Salinas, CA, USA",High,0
"Salinas, CA, USA",Very High,0
"Salinas, CA, USA",Ultra High,0
"Salt Lake City, UT",Low,0
"Salt Lake City, UT",Medium,1
"Salt Lake City, UT",High,0
"Salt Lake City, UT",Very High,0
"Salt Lake City, UT",Ultra High,0
"Salt Lake City, UT, USA",Low,1
"Salt Lake City, UT, USA",Medium,6
"Salt Lake City, UT, USA",High,1
"Salt Lake City, UT, USA",Very High,0
"Salt Lake City, UT, USA",Ultra High,0
"San Antonio, TX",Low,0
"San Antonio, TX",Medium,0
"San Antonio, TX",High,1
"San Antonio, TX",Very High,1
"San Antonio, TX",Ultra High,0
"San Antonio, TX, US",Low,0
"San Antonio, TX, US",Medium,3
"San Antonio, TX, US",High,2
"San Antonio, TX, US",Very High,1
"San Antonio, TX, US",Ultra High,0
"San Antonio, TX, USA",Low,0
"San Antonio, TX, USA",Medium,2
"San Antonio, TX, USA",High,0
"San Antonio, TX, USA",Very High,0
"San Antonio, TX, USA",Ultra High,0
"San Bernardino, CA",Low,0
"San Bernardino, CA",Medium,1
"San Bernardino, CA",High,0
"San Bernardino, CA",Very High,0
"San Bernardino, CA",Ultra High,0
"San Bernardino, CA, US",Low,0
"San Bernardino, CA, US",Medium,1
"San Bernardino, CA, US",High,0
"San Bernardino, CA, US",Very High,0
"San Bernardino, CA, US",Ultra High,0
"San Bernardino, CA, USA",Low,0
"San Bernardino, CA, USA",Medium,2
"San Bernardino, CA, USA",High,0
"San Bernardino, CA, USA",Very High,0
"San Bernardino, CA, USA",Ultra High,0
"San Clemente, CA, USA",Low,0
"San Clemente, CA, USA",Medium,1
"San Clemente, CA, USA",High,1
"San Clemente, CA, USA",Very High,0
"San Clemente, CA, USA",Ultra High,0
"San Diego, CA",Low,3
"San Diego, CA",Medium,0
"San Diego, CA",High,2
"San Diego, CA",Very High,0
"San Diego, CA",Ultra High,0
"San Diego, CA, US",Low,2
"San Diego, CA, US",Medium,1
"San Diego, CA, US",High,4
"San Diego, CA, US",Very High,1
"San Diego, CA, US",Ultra High,0
"San Diego, CA, USA",Low,4
"San Diego, CA, USA",Medium,11
"San Diego, CA, USA",High,6
"San Diego, CA, USA",Very High,0
"San Diego, CA, USA",Ultra High,0
"San Francisco, CA",Low,2
"San Francisco, CA",Medium,2
"San Francisco, CA",High,2
"San Francisco, CA",Very High,1
"San Francisco, CA",Ultra High,0
"San Francisco, CA, US",Low,2
"San Francisco, CA, US",Medium,0
"San Francisco, CA, US",High,2
"San Francisco, CA, US",Very High,0
"San Francisco, CA, US",Ultra High,1
"San Francisco, CA, USA",Low,5
"San Francisco, CA, USA",Medium,16
"San Francisco, CA, USA",High,7
"San Francisco, CA, USA",Very High,2
"San Francisco, CA, USA",Ultra High,0
"San Jose, CA",Low,0
"San Jose, CA",Medium,2
"San Jose, CA",High,1
"San Jose, CA",Very High,0
"San Jose, CA",Ultra High,0
"San Jose, CA, US",Low,0
"San Jose, CA, US",Medium,1
"San Jose, CA, US",High,1
"San Jose, CA, US",Very High,0
"San Jose, CA, US",Ultra High,0
"San Jose, CA, USA",Low,2
"San Jose, CA, USA",Medium,8
"San Jose, CA, USA",High,5
"San Jose, CA, USA",Very High,1
"San Jose, CA, USA",Ultra High,0
"San Juan, PR",Low,1
"San Juan, PR",Medium,1
"San Juan, PR",High,0
"San Juan, PR",Very High,0
"San Juan, PR",Ultra High,0
"San Juan, PR, US",Low,0
"San Juan, PR, US",Medium,2
"San Juan, PR, US",High,0
"San Juan, PR, US",Very High,0
"San Juan, PR, US",Ultra High,0
"San Leandro, CA, USA",Low,0
"San Leandro, CA, USA",Medium,0
"San Leandro, CA, USA",High,1
"San Leandro, CA, USA",Very High,0
"San Leandro, CA, USA",Ultra High,0
"San Luis Obispo, CA, US",Low,0
"San Luis Obispo, CA, US",Medium,1
"San Luis Obispo, CA, US",High,0
"San Luis Obispo, CA, US",Very High,0
"San Luis Obispo, CA, US",Ultra High,0
"San Luis Obispo, CA, USA",Low,1
"San Luis Obispo, CA, USA",Medium,0
"San Luis Obispo, CA, USA",High,0
"San Luis Obispo, CA, USA",Very High,0
"San Luis Obispo, CA, USA",Ultra High,0
"San Marcos, CA, USA",Low,1
"San Marcos, CA, USA",Medium,0
"San Marcos, CA, USA",High,0
"San Marcos, CA, USA",Very High,0
"San Marcos, CA, USA",Ultra High,0
"San Mateo County, CA, USA",Low,0
"San Mateo County, CA, USA",Medium,0
"San Mateo County, CA, USA",High,1
"San Mateo County, CA, USA",Very High,0
"San Mateo County, CA, USA",Ultra High,0
"San Mateo, CA",Low,0
"San Mateo, CA",Medium,0
"San Mateo, CA",High,1
"San Mateo, CA",Very High,0
"San Mateo, CA",Ultra High,0
"San Mateo, CA, US",Low,0
"San Mateo, CA, US",Medium,0
"San Mateo, CA, US",High,1
"San Mateo, CA, US",Very High,0
"San Mateo, CA, US",Ultra High,0
"San Mateo, CA, USA",Low,1
"San Mateo, CA, USA",Medium,1
"San Mateo, CA, USA",High,0
"San Mateo, CA, USA",Very High,0
"San Mateo, CA, USA",Ultra High,0
"San Rafael, CA, USA",Low,0
"San Rafael, CA, USA",Medium,0
"San Rafael, CA, USA",High,1
"San Rafael, CA, USA",Very High,0
"San Rafael, CA, USA",Ultra High,0
"San Ramon, CA, USA",Low,0
"San Ramon, CA, USA",Medium,2
"San Ramon, CA, USA",High,0
"San Ramon, CA, USA",Very High,0
"San Ramon, CA, USA",Ultra High,0
"Sandy, UT, USA",Low,1
"Sandy, UT, USA",Medium,0
"Sandy, UT, USA",High,0
"Sandy, UT, USA",Very High,0
"Sandy, UT, USA",Ultra High,0
"Santa Ana, CA, US",Low,1
"Santa Ana, CA, US",Medium,0
"Santa Ana, CA, US",High,0
"Santa Ana, CA, US",Very High,0
"Santa Ana, CA, US",Ultra High,0
"Santa Ana, CA, USA",Low,1
"Santa Ana, CA, USA",Medium,3
"Santa Ana, CA, USA",High,0
"Santa Ana, CA, USA",Very High,0
"Santa Ana, CA, USA",Ultra High,0
"Santa Barbara, CA, USA",Low,0
"Santa Barbara, CA, USA",Medium,0
"Santa Barbara, CA, USA",High,1
"Santa Barbara, CA, USA",Very High,0
"Santa Barbara, CA, USA",Ultra High,0
"Santa Clara, CA, USA",Low,0
"Santa Clara, CA, USA",Medium,4
"Santa Clara, CA, USA",High,1
"Santa Clara, CA, USA",Very High,0
"Santa Clara, CA, USA",Ultra High,0
"Santa Clarita, CA, USA",Low,0
"Santa Clarita, CA, USA",Medium,1
"Santa Clarita, CA, USA",High,0
"Santa Clarita, CA, USA",Very High,0
"Santa Clarita, CA, USA",Ultra High,0
"Santa Fe, NM, US",Low,1
"Santa Fe, NM, US",Medium,0
"Santa Fe, NM, US",High,0
"Santa Fe, NM, US",Very High,0
"Santa Fe, NM, US",Ultra High,0
"Santa Fe, NM, USA",Low,1
"Santa Fe, NM, USA",Medium,0
"Santa Fe, NM, USA",High,0
"Santa Fe, NM, USA",Very High,0
"Santa Fe, NM, USA",Ultra High,0
"Santa Monica, CA",Low,0
"Santa Monica, CA",Medium,0
"Santa Monica, CA",High,1
"Santa Monica, CA",Very High,0
"Santa Monica, CA",Ultra High,0
"Santa Monica, CA, USA",Low,1
"Santa Monica, CA, USA",Medium,0
"Santa Monica, CA, USA",High,0
"Santa Monica, CA, USA",Very High,0
"Santa Monica, CA, USA",Ultra High,0
"Santa Rosa, CA, USA",Low,2
"Santa Rosa, CA, USA",Medium,0
"Santa Rosa, CA, USA",High,0
"Santa Rosa, CA, USA",Very High,0
"Santa Rosa, CA, USA",Ultra High,0
"Sarasota, FL, US",Low,0
"Sarasota, FL, US",Medium,1
"Sarasota, FL, US",High,0
"Sarasota, FL, US",Very High,0
"Sarasota, FL, US",Ultra High,0
"Saratoga Springs, NY, US",Low,0
"Saratoga Springs, NY, US",Medium,1
"Saratoga Springs, NY, US",High,0
"Saratoga Springs, NY, US",Very High,0
"Saratoga Springs, NY, US",Ultra High,0
"Saratoga Springs, NY, USA",Low,0
"Saratoga Springs, NY, USA",Medium,1
"Saratoga Springs, NY, USA",High,0
"Saratoga Springs, NY, USA",Very High,0
"Saratoga Springs, NY, USA",Ultra High,0
"Savannah, GA",Low,0
"Savannah, GA",Medium,1
"Savannah, GA",High,0
"Savannah, GA",Very High,0
"Savannah, GA",Ultra High,0
"Savannah, GA, US",Low,0
"Savannah, GA, US",Medium,2
"Savannah, GA, US",High,0
"Savannah, GA, US",Very High,0
"Savannah, GA, US",Ultra High,0
"Savannah, GA, USA",Low,0
"Savannah, GA, USA",Medium,1
"Savannah, GA, USA",High,0
"Savannah, GA, USA",Very High,0
"Savannah, GA, USA",Ultra High,0
"Scarborough, ME",Low,0
"Scarborough, ME",Medium,1
"Scarborough, ME",High,0
"Scarborough, ME",Very High,0
"Scarborough, ME",Ultra High,0
"Schaumburg, IL",Low,0
"Schaumburg, IL",Medium,2
"Schaumburg, IL",High,0
"Schaumburg, IL",Very High,0
"Schaumburg, IL",Ultra High,0
"Schaumburg, IL, US",Low,0
"Schaumburg, IL, US",Medium,1
"Schaumburg, IL, US",High,0
"Schaumburg, IL, US",Very High,0
"Schaumburg, IL, US",Ultra High,0
"Schenectady, NY",Low,0
"Schenectady, NY",Medium,2
"Schenectady, NY",High,0
"Schenectady, NY",Very High,0
"Schenectady, NY",Ultra High,0
"Scott AFB, IL, US",Low,0
"Scott AFB, IL, US",Medium,1
"Scott AFB, IL, US",High,0
"Scott AFB, IL, US",Very High,0
"Scott AFB, IL, US",Ultra High,0
"Scott Air Force Base, IL",Low,0
"Scott Air Force Base, IL",Medium,1
"Scott Air Force Base, IL",High,0
"Scott Air Force Base, IL",Very High,0
"Scott Air Force Base, IL",Ultra High,0
"Scottsdale, AZ",Low,0
"Scottsdale, AZ",Medium,1
"Scottsdale, AZ",High,0
"Scottsdale, AZ",Very High,0
"Scottsdale, AZ",Ultra High,0
"Scottsdale, AZ, US",Low,0
"Scottsdale, AZ, US",Medium,2
"Scottsdale, AZ, US",High,0
"Scottsdale, AZ, US",Very High,0
"Scottsdale, AZ, US",Ultra High,0
"Scottsdale, AZ, USA",Low,0
"Scottsdale, AZ, USA",Medium,3
"Scottsdale, AZ, USA",High,1
"Scottsdale, AZ, USA",Very High,0
"Scottsdale, AZ, USA",Ultra High,0
"Seabrook, NH",Low,1
"Seabrook, NH",Medium,0
"Seabrook, NH",High,0
"Seabrook, NH",Very High,0
"Seabrook, NH",Ultra High,0
"Seabrook, NH, US",Low,0
"Seabrook, NH, US",Medium,1
"Seabrook, NH, US",High,0
"Seabrook, NH, US",Very High,0
"Seabrook, NH, US",Ultra High,0
"Seattle, WA",Low,2
"Seattle, WA",Medium,1
"Seattle, WA",High,4
"Seattle, WA",Very High,1
"Seattle, WA",Ultra High,0
"Seattle, WA, US",Low,0
"Seattle, WA, US",Medium,1
"Seattle, WA, US",High,9
"Seattle, WA, US",Very High,2
"Seattle, WA, US",Ultra High,1
"Seattle, WA, USA",Low,1
"Seattle, WA, USA",Medium,13
"Seattle, WA, USA",High,10
"Seattle, WA, USA",Very High,0
"Seattle, WA, USA",Ultra High,0
"Shreveport, LA",Low,0
"Shreveport, LA",Medium,1
"Shreveport, LA",High,0
"Shreveport, LA",Very High,0
"Shreveport, LA",Ultra High,0
"Sierra Madre, CA, USA",Low,0
"Sierra Madre, CA, USA",Medium,1
"Sierra Madre, CA, USA",High,0
"Sierra Madre, CA, USA",Very High,0
"Sierra Madre, CA, USA",Ultra High,0
"Siloam Springs, AR",Low,0
"Siloam Springs, AR",Medium,1
"Siloam Springs, AR",High,0
"Siloam Springs, AR",Very High,0
"Siloam Springs, AR",Ultra High,0
"Siloam Springs, AR, US",Low,0
"Siloam Springs, AR, US",Medium,1
"Siloam Springs, AR, US",High,0
"Siloam Springs, AR, US",Very High,0
"Siloam Springs, AR, US",Ultra High,0
"Silverdale, WA, USA",Low,0
"Silverdale, WA, USA",Medium,0
"Silverdale, WA, USA",High,1
"Silverdale, WA, USA",Very High,0
"Silverdale, WA, USA",Ultra High,0
"Simi Valley, CA",Low,1
"Simi Valley, CA",Medium,0
"Simi Valley, CA",High,0
"Simi Valley, CA",Very High,0
"Simi Valley, CA",Ultra High,0
"Simi Valley, CA, US",Low,1
"Simi Valley, CA, US",Medium,0
"Simi Valley, CA, US",High,0
"Simi Valley, CA, US",Very High,0
"Simi Valley, CA, US",Ultra High,0
"Simi Valley, CA, USA",Low,1
"Simi Valley, CA, USA",Medium,0
"Simi Valley, CA, USA",High,0
"Simi Valley, CA, USA",Very High,0
"Simi Valley, CA, USA",Ultra High,0
"Sioux Falls, SD, USA",Low,0
"Sioux Falls, SD, USA",Medium,1
"Sioux Falls, SD, USA",High,0
"Sioux Falls, SD, USA",Very High,0
"Sioux Falls, SD, USA",Ultra High,0
"Smithfield, RI",Low,0
"Smithfield, RI",Medium,1
"Smithfield, RI",High,0
"Smithfield, RI",Very High,0
"Smithfield, RI",Ultra High,0
"Somerset, NJ, US",Low,1
"Somerset, NJ, US",Medium,0
"Somerset, NJ, US",High,0
"Somerset, NJ, US",Very High,0
"Somerset, NJ, US",Ultra High,0
"Souderton, PA",Low,0
"Souderton, PA",Medium,1
"Souderton, PA",High,0
"Souderton, PA",Very High,0
"Souderton, PA",Ultra High,0
"South Jordan, UT",Low,1
"South Jordan, UT",Medium,0
"South Jordan, UT",High,0
"South Jordan, UT",Very High,0
"South Jordan, UT",Ultra High,0
"South Jordan, UT, USA",Low,1
"South Jordan, UT, USA",Medium,3
"South Jordan, UT, USA",High,0
"South Jordan, UT, USA",Very High,0
"South Jordan, UT, USA",Ultra High,0
"South San Francisco, CA",Low,1
"South San Francisco, CA",Medium,0
"South San Francisco, CA",High,0
"South San Francisco, CA",Very High,0
"South San Francisco, CA",Ultra High,0
"South San Francisco, CA, US",Low,1
"South San Francisco, CA, US",Medium,0
"South San Francisco, CA, US",High,0
"South San Francisco, CA, US",Very High,0
"South San Francisco, CA, US",Ultra High,0
"South San Francisco, CA, USA",Low,0
"South San Francisco, CA, USA",Medium,3
"South San Francisco, CA, USA",High,0
"South San Francisco, CA, USA",Very High,0
"South San Francisco, CA, USA",Ultra High,0
"Southaven, MS",Low,0
"Southaven, MS",Medium,0
"Southaven, MS",High,1
"Southaven, MS",Very High,0
"Southaven, MS",Ultra High,0
"Southington, CT, USA",Low,0
"Southington, CT, USA",Medium,1
"Southington, CT, USA",High,0
"Southington, CT, USA",Very High,0
"Southington, CT, USA",Ultra High,0
"Spanish Springs, NV, US",Low,0
"Spanish Springs, NV, US",Medium,1
"Spanish Springs, NV, US",High,0
"Spanish Springs, NV, US",Very High,0
"Spanish Springs, NV, US",Ultra High,0
"Sparks, NV",Low,0
"Sparks, NV",Medium,1
"Sparks, NV",High,0
"Sparks, NV",Very High,0
"Sparks, NV",Ultra High,0
"Sparks, NV, US",Low,0
"Sparks, NV, US",Medium,1
"Sparks, NV, US",High,0
"Sparks, NV, US",Very High,0
"Sparks, NV, US",Ultra High,0
"Sparks, NV, USA",Low,1
"Sparks, NV, USA",Medium,0
"Sparks, NV, USA",High,0
"Sparks, NV, USA",Very High,0
"Sparks, NV, USA",Ultra High,0
"Spartanburg, SC, US",Low,0
"Spartanburg, SC, US",Medium,1
"Spartanburg, SC, US",High,0
"Spartanburg, SC, US",Very High,0
"Spartanburg, SC, US",Ultra High,0
"Spokane, WA, US",Low,0
"Spokane, WA, US",Medium,0
"Spokane, WA, US",High,1
"Spokane, WA, US",Very High,0
"Spokane, WA, US",Ultra High,0
"Spotsylvania, VA, USA",Low,0
"Spotsylvania, VA, USA",Medium,1
"Spotsylvania, VA, USA",High,0
"Spotsylvania, VA, USA",Very High,0
"Spotsylvania, VA, USA",Ultra High,0
"Spring Valley, NV, USA",Low,1
"Spring Valley, NV, USA",Medium,0
"Spring Valley, NV, USA",High,0
"Spring Valley, NV, USA",Very High,0
"Spring Valley, NV, USA",Ultra High,0
"Spring, TX",Low,0
"Spring, TX",Medium,0
"Spring, TX",High,1
"Spring, TX",Very High,0
"Spring, TX",Ultra High,0
"Spring, TX, USA",Low,0
"Spring, TX, USA",Medium,1
"Spring, TX, USA",High,0
"Spring, TX, USA",Very High,0
"Spring, TX, USA",Ultra High,0
"Springfield, MO, USA",Low,0
"Springfield, MO, USA",Medium,1
"Springfield, MO, USA",High,0
"Springfield, MO, USA",Very High,0
"Springfield, MO, USA",Ultra High,0
"Springfield, OH",Low,0
"Springfield, OH",Medium,1
"Springfield, OH",High,0
"Springfield, OH",Very High,0
"Springfield, OH",Ultra High,0
"Springfield, OH, US",Low,0
"Springfield, OH, US",Medium,1
"Springfield, OH, US",High,0
"Springfield, OH, US",Very High,0
"Springfield, OH, US",Ultra High,0
"Springfield, OR, USA",Low,0
"Springfield, OR, USA",Medium,1
"Springfield, OR, USA",High,0
"Springfield, OR, USA",Very High,0
"Springfield, OR, USA",Ultra High,0
"St Paul, MN",Low,1
"St Paul, MN",Medium,0
"St Paul, MN",High,0
"St Paul, MN",Very High,0
"St Paul, MN",Ultra High,0
"St. Louis, MO, US",Low,0
"St. Louis, MO, US",Medium,3
"St. Louis, MO, US",High,2
"St. Louis, MO, US",Very High,0
"St. Louis, MO, US",Ultra High,0
"St. Petersburg, FL",Low,0
"St. Petersburg, FL",Medium,1
"St. Petersburg, FL",High,0
"St. Petersburg, FL",Very High,0
"St. Petersburg, FL",Ultra High,0
"Stafford, VA",Low,0
"Stafford, VA",Medium,2
"Stafford, VA",High,0
"Stafford, VA",Very High,0
"Stafford, VA",Ultra High,0
"Stamford, CT, US",Low,0
"Stamford, CT, US",Medium,1
"Stamford, CT, US",High,0
"Stamford, CT, US",Very High,0
"Stamford, CT, US",Ultra High,0
"Stanford, CA, USA",Low,2
"Stanford, CA, USA",Medium,0
"Stanford, CA, USA",High,0
"Stanford, CA, USA",Very High,0
"Stanford, CA, USA",Ultra High,0
"Stark, NH",Low,0
"Stark, NH",Medium,1
"Stark, NH",High,0
"Stark, NH",Very High,0
"Stark, NH",Ultra High,0
"State College, PA, US",Low,0
"State College, PA, US",Medium,1
"State College, PA, US",High,0
"State College, PA, US",Very High,0
"State College, PA, US",Ultra High,0
"State Farm, VA",Low,0
"State Farm, VA",Medium,0
"State Farm, VA",High,1
"State Farm, VA",Very High,0
"State Farm, VA",Ultra High,0
"Stennis Space Center, MS, US",Low,0
"Stennis Space Center, MS, US",Medium,1
"Stennis Space Center, MS, US",High,0
"Stennis Space Center, MS, US",Very High,0
"Stennis Space Center, MS, US",Ultra High,0
"Stevens Point, WI, USA",Low,0
"Stevens Point, WI, USA",Medium,1
